Unnamed: 0,id,words,ner_tags,marked_sentence,ner_type,entity_words,translated_belarusian,translated_slovenian,translated_slovak,be_feats,sl_feats,sk_feats
2201,en-doc6404-sent2,"['Aside', 'from', 'their', 'core', 'automobile', 'and', 'motorcycle', 'businesses', ',', '[Honda]', 'also', 'manufactures', 'garden', 'equipment', ',', 'marine', 'engines', ',', 'personal', 'watercraft', 'and', 'power', 'generators', ',', 'amongst', 'others', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Aside from their core automobile and motorcycle businesses , [Honda] also manufactures garden equipment , marine engines , personal watercraft and power generators , amongst others .",ORG,Honda,"Акрамя асноўных аўтамабільных і матацыклаў, [арганізацыя] таксама вырабляе садовае абсталяванне, марскія рухавікі, асабістыя водныя караблі і генератары электраэнергіі.","Poleg njihovih osnovnih avtomobilskih in motornih podjetij [organizacija] med drugim izdeluje tudi vrtno opremo, morske motorje, osebne plovila in generatorje energije.","Okrem svojich hlavných automobilových a motocyklových podnikov [organizácia] okrem iného vyrába aj záhradné vybavenie, morské motory, osobné plavidlá a generátory energie.",[],['Case=Nom|Gender=Fem|Number=Sing'],[]
2202,en-doc6387-sent22,"['On', 'Friday', ',', 'October', '17', ',', '2008', 'at', '6am', 'ET', ',', '[DirecTV]', 'launched', 'the', 'high-definition', 'channel', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0]","On Friday , October 17 , 2008 at 6am ET , [DirecTV] launched the high-definition channel .",ORG,DirecTV,"У пятніцу, 17 кастрычніка 2008 г. у 6 гадзін раніцы ET, [саюз] запусціў канал высокай выразнасці.","V petek, 17. oktobra 2008 ob 6. uri ET, je [zaveznik] predstavil kanal z visoko definicijo.","V piatok 17. októbra 2008 o 6:00 ET, [zväz] spustil kanál s vysokým rozlíšením.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2203,en-doc6324-sent6,"['Using', 'American', 'tourists', 'and', 'art', 'students', 'as', 'models', 'and', 'assistants', ',', '[Leutze]', 'finished', 'Washington', 'Crossing', 'the', 'Delaware', 'in', '1850', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]","Using American tourists and art students as models and assistants , [Leutze] finished Washington Crossing the Delaware in 1850 .",PER,Leutze,"Выкарыстоўваючы амерыканскіх турыстаў і студэнтаў мастацтва ў якасці мадэляў і памочнікаў, [мужчына] скончыў Вашынгтон, перасякаючы Дэлавэр у 1850 годзе.","Z uporabo ameriških turistov in študentov umetnosti kot modelov in pomočnikov je [moški] leta 1850 končal Washington, ki je prečkal Delaware.","Používanie amerických turistov a študentov umenia ako modelov a asistentov, [muž] dokončil Washington prešiel Delaware v roku 1850.",[],['Case=Nom|Gender=Masc|Number=Sing'],[]
2204,en-doc6167-sent47,"['[Schumpeter]', ',', 'and', 'many', 'contemporary', 'economists', 'influenced', 'by', 'his', 'work', ',', 'argue', 'that', 'resources', 'should', 'flow', 'from', 'the', 'declining', 'to', 'the', 'expanding', 'industries', 'for', 'an', 'economy', 'to', 'grow', ',', 'but', 'they', 'recognized', 'that', 'sometimes', 'resources', 'are', 'slow', 'to', 'withdraw', 'from', 'the', 'declining', 'industries', 'because', 'of', 'various', 'forms', 'of', 'institutional', 'resistance', 'to', 'change', '.']","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[Schumpeter] , and many contemporary economists influenced by his work , argue that resources should flow from the declining to the expanding industries for an economy to grow , but they recognized that sometimes resources are slow to withdraw from the declining industries because of various forms of institutional resistance to change .",PER,Schumpeter,"[мужчына], і многія сучасныя эканамісты, якія паўплывалі на яго працу, сцвярджаюць, што рэсурсы павінны пераходзіць ад зніжэння ў пашыраную галіну для росту эканомікі, але яны прызналі, што часам рэсурсы павольна адмаўляюцца ад зніжэння галін з -за розных формаў інстытуцыйнай рэзістэнтнасці да змен.","[moški], in številni sodobni ekonomisti, na katere vpliva njegovo delo, trdijo, da bi morali viri preteči od upada do širših panog, da bi se gospodarstvo povečalo, vendar so ugotovili, da se včasih sredstva počasi umaknejo iz upadajočih panog zaradi različnih oblik institucionalne odpornosti do sprememb.","[muž] a mnohí súčasní ekonómovia ovplyvnení jeho prácou tvrdia, že zdroje by mali prúdiť z poklesu k rozširujúcim sa odvetviam, aby sa hospodárstvo rozrástlo, ale uznali, že niekedy zdroje sú pomalé odstraňovanie od klesajúcich odvetví z dôvodu rôznych foriem inštitucionálneho odporu voči zmenám.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2205,en-doc6225-sent21,"['[ABC]', 'once', 'again', 'took', 'over', 'broadcast', 'duties', 'in', '1976', ';', 'it', 'is', 'under', 'contract', 'to', 'do', 'so', 'through', 'the', 'year', '2014', '.']","[4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",[ABC] once again took over broadcast duties in 1976 ; it is under contract to do so through the year 2014 .,ORG,ABC,"[саюз] у чарговы раз узяў на сябе абавязкі вяшчання ў 1976 годзе; гэта за кантракт, каб зрабіць гэта на працягу 2014 года.",[zaveznik] je leta 1976 še enkrat prevzel oddajne naloge; To je po pogodbi skozi leto 2014.,"[zväz] opäť prevzal v roku 1976 vysielacie povinnosti; Je na základe zmluvy, aby tak urobil do roku 2014.",[],['Case=Nom|Gender=Masc|Number=Sing'],[]
2206,en-doc6261-sent28,"['In', 'addition', ',', 'some', 'publications', 'noted', 'frustration', 'with', '[Rohrabacher]', ""'s"", 'ability', 'and', 'willingness', 'to', 'bring', 'resources', 'back', 'to', 'his', 'district', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","In addition , some publications noted frustration with [Rohrabacher] 's ability and willingness to bring resources back to his district .",PER,Rohrabacher,"Акрамя таго, некаторыя публікацыі адзначаюць расчараванне здольнасцю і гатоўнасцю [мужчына] вярнуць рэсурсы ў свой раён.","Poleg tega so nekatere publikacije opazile frustracije s sposobnostjo [moški] in pripravljenostjo, da bi vire vrnili v svoje okrožje.",Niektoré publikácie okrem toho zaznamenali frustráciu schopnosťou a ochotou [muž] priviesť zdroje späť do svojho okresu.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2207,en-doc6179-sent19,"['In', 'any', 'case', ',', 'the', 'changeover', 'was', 'gradual', 'and', 'by', '330', ',', 'when', '[Constantine]', 'inaugurated', 'his', 'new', 'capital', ',', 'the', 'process', 'of', 'hellenization', 'and', 'increasing', 'Christianization', 'was', 'already', 'under', 'way', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","In any case , the changeover was gradual and by 330 , when [Constantine] inaugurated his new capital , the process of hellenization and increasing Christianization was already under way .",PER,Constantine,"У любым выпадку, пераключэнне было паступовым і да 330, калі [мужчына] адкрыў свой новы капітал, працэс элінізацыі і павелічэнне хрысціянізацыі ўжо вядзецца.","Vsekakor je bil prehod postopno in do 330, ko je [moški] otvoril svoj novi kapital, je bil že v teku proces helenizacije in povečanja kristjanizacije.","V každom prípade bola zmena postupná a do 330, keď [žena] otvoril svoje nové hlavné mesto, proces hellenizácie a zvyšovania kresťanstva už prebiehal.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing']
2208,en-doc6084-sent26,"['The', 'years', 'from', '346', 'through', '356', 'were', 'a', 'relatively', 'peaceful', 'period', 'for', '[Athanasius]', ',', 'and', 'some', 'of', 'his', 'most', 'important', 'writings', 'were', 'composed', 'during', 'this', 'period', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","The years from 346 through 356 were a relatively peaceful period for [Athanasius] , and some of his most important writings were composed during this period .",PER,Athanasius,"Гады з 346 па 356 былі адносна мірнымі перыядамі для [жанчына], і некаторыя з яго самых важных твораў былі складзены ў гэты перыяд.","Leta od 346 do 356 so bila za [moški] razmeroma mirno obdobje, v tem obdobju pa so bili sestavljeni nekateri njegovi najpomembnejši spisi.",Roky od 346 do 356 boli pre [muž] relatívne pokojné obdobie a niektoré z jeho najdôležitejších spisov boli zložené počas tohto obdobia.,['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2211,en-doc6048-sent93,"['In', 'his', 'nine', 'major', 'radio', 'addresses', '[Hoover]', 'primarily', 'defended', 'his', 'administration', 'and', 'his', 'philosophy', '.']","[0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0]",In his nine major radio addresses [Hoover] primarily defended his administration and his philosophy .,PER,Hoover,У сваіх дзевяці буйных радыёрадах [мужчына] у першую чаргу абаранялі сваю адміністрацыю і сваю філасофію.,V svojih devetih glavnih radijskih naslovih je [moški] predvsem branil svojo upravo in svojo filozofijo.,Vo svojich deviatich hlavných rozhlasových adresách [muž] predovšetkým bránil svoju administratívu a filozofiu.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2213,en-doc6430-sent101,"['Nevertheless', 'in', '2007', ',', '[Andalusian]', 'industry', 'earned', '11.979', 'million', 'euros', 'and', 'employed', 'more', 'that', '290,000', 'workers', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","Nevertheless in 2007 , [Andalusian] industry earned 11.979 million euros and employed more that 290,000 workers .",LOC,Andalusian,"Тым не менш у 2007 годзе [вёска] прамысловасць зарабіла 11,979 млн еўра і працавала больш за 290 000 рабочых.","Kljub temu je leta 2007 [vas] industrija zaslužila 11,979 milijona evrov in zaposlila več kot 290.000 delavcev.",V roku 2007 však priemysel [hrad] získal 11 979 miliónov EUR a viac ako 290 000 pracovníkov zamestnával 290 000 pracovníkov.,['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Fem|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2214,en-doc5865-sent55,"['The', 'outskirts', 'of', '[Ballarat]', 'are', 'used', 'for', 'agriculture', 'including', 'wine', 'growing', 'and', 'sheep', 'farming', '.']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",The outskirts of [Ballarat] are used for agriculture including wine growing and sheep farming .,LOC,Ballarat,"Усходнія [горад] выкарыстоўваюцца для сельскай гаспадаркі, уключаючы вырошчванне віна і авечак.","Obrobje [kraj] se uporablja za kmetijstvo, vključno z gojenjem vin in gojenjem ovc.",Vondy [hrad] sa používajú na poľnohospodárstvo vrátane pestovania vína a chovu oviec.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2216,en-doc6349-sent78,"['It', 'is', 'commonly', 'accepted', 'that', 'the', '""', '[Redeemer]', '""', 'of', '19:25', 'is', 'the', 'same', 'person', 'as', 'the', 'witness', 'of', '16:19', '.']","[0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","It is commonly accepted that the "" [Redeemer] "" of 19:25 is the same person as the witness of 16:19 .",PER,Redeemer,"Звычайна прызнана, што ""Адкупіцель]"" 19:25 - гэта той самы чалавек, што і сведка 16:19.","Običajno je sprejeto, da je ""[moški]"" 19:25 ista oseba kot priča 16:19.","Zvyčajne sa uznáva, že „[muž]“ 19:25 je rovnaká osoba ako svedok 16:19.",[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2218,en-doc5979-sent385,"['The', 'next', 'day', 'the', '[Astros]', 'placed', 'him', 'on', 'waivers', '.']","[0, 0, 0, 0, 4, 0, 0, 0, 0, 0]",The next day the [Astros] placed him on waivers .,ORG,Astros,На наступны дзень [саюз] паклаў яго на адмовы.,Naslednji dan ga je [zaveznik] postavil na opustitev.,Nasledujúci deň ho [zväz] umiestnil na zrieknutie sa.,[],['Case=Nom|Gender=Masc|Number=Sing'],[]
2219,en-doc6435-sent50,"['""', 'The', 'danger', 'to', 'the', 'monarchy,', '""', 'wrote', '[Eugene]', 'to', 'the', 'Emperor', 'in', 'October', ',', '""', 'can', 'not', 'be', 'exaggerated', '""', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",""" The danger to the monarchy, "" wrote [Eugene] to the Emperor in October , "" can not be exaggerated "" .",PER,Eugene,"""Небяспека для манархіі"", - піша [мужчына] імператару ў кастрычніку, ""нельга перабольшваць"".","""Nevarnost za monarhijo,"" je oktobra zapisal [moški] cesarju, ""ni mogoče pretiravati"".","„Nebezpečenstvo pre monarchiu,“ napísal [muž] cisárovi v októbri, „nemôže byť prehnaný“.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2220,en-doc6250-sent13,"['There', 'are', 'several', '(', 'conflicting', ')', 'lists', 'of', 'names', 'of', '[Amazons]', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]",There are several ( conflicting ) lists of names of [Amazons] .,PER,Amazons,Ёсць некалькі (супярэчлівых) спісаў назваў [мужчына].,Obstaja več (nasprotujočih si) seznamov imen [moški].,Existuje niekoľko (protichodných) zoznamov mien [Amazonky].,[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Fem|Number=Plur']
2221,en-doc6341-sent65,"['In', '2007', '[Eurostar]', 'set', 'a', 'target', 'of', 'carrying', '10', 'million', 'passengers', 'by', '2010', '.']","[0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",In 2007 [Eurostar] set a target of carrying 10 million passengers by 2010 .,ORG,Eurostar,У 2007 годзе [саюз] паставілі мэту пераносу 10 мільёнаў пасажыраў да 2010 года.,"Leta 2007 [zaveznik] je do leta 2010 zastavil cilj, da je prevoz 10 milijonov potnikov.",V roku 2007 [zväz] stanovil cieľ preniesť do roku 2010 10 miliónov cestujúcich.,[],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2222,en-doc5872-sent19,"['He', 'refuses', 'to', 'let', '[Huck]', 'see', 'the', 'man', ""'s"", 'face', '.']","[0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",He refuses to let [Huck] see the man 's face .,PER,Huck,Ён адмаўляецца дазволіць [мужчына] бачыць твар чалавека.,"Noče pustiti, da [moški] vidi človekov obraz.",Odmieta nechať [muž] vidieť tvár muža.,['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
2223,en-doc6438-sent25,"['It', 'fails', 'to', 'fully', 'consider', 'the', 'structure', 'and', 'method', 'of', 'mathematical', 'science', ',', 'the', 'products', 'of', 'which', 'are', 'arrived', 'at', 'through', 'an', 'internally', 'consistent', 'deductive', 'set', 'of', 'procedures', 'which', 'do', 'not', ',', 'either', 'today', 'or', 'at', 'the', 'time', '[Mill]', 'wrote', ',', 'fall', 'under', 'the', 'agreed', 'meaning', 'of', 'induction', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","It fails to fully consider the structure and method of mathematical science , the products of which are arrived at through an internally consistent deductive set of procedures which do not , either today or at the time [Mill] wrote , fall under the agreed meaning of induction .",PER,Mill,"Ён не ў поўнай меры разгледзець структуру і метад матэматычнай навукі, прадукты якіх паступаюць праз унутрана паслядоўны дэдуктыўны набор працэдур, якіх не сёння, ні ў той час [мужчына], які падпадае пад узгоднены сэнс індукцыі.","Ne upošteva v celoti strukture in metode matematične znanosti, katerih izdelki so doseženi s pomočjo notranjega doslednega deduktivnega nabora postopkov, ki jih danes ali takrat ne zapisal [moški], spadajo pod dogovorjeni pomen indukcije.","Nepodarilo sa plne zvážiť štruktúru a metódu matematickej vedy, ktorej produkty sa dostávajú prostredníctvom vnútorne konzistentného deduktívneho súboru postupov, ktoré dnes, ani v tom čase napísali [muž], spadajú pod dohodnutý význam indukcie.",['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing'],['Case=Nom|Gender=Masc|Number=Sing']
